"","Hour of Day Ending at LST","Total Solar Rad  ly"," Wind Ave mph"," Wind V Dir Deg"," Wind Max mph","Air Temperature Mean Deg F","Soil Temperature Mean Deg F","Relative Humidity Mean Perent"," Dew Point Deg F"," Wet Bulb Deg F"," Baro Press in Hg"," Total Preip inhes","day","month","year"
"622","2 am","0.0","3.1","254","10.4","78.5","94.2","13","23","51","25.62","0.00",23,"08","19"
"722","3 am","0.0","2.5","242","12.1","78.0","93.6","14","25","51","25.63","0.00",23,"08","19"
"822","4 am","0.0","3.2","102","13.3","73.7","92.9","19","28","50","25.64","0.00",23,"08","19"
"922","5 am","0.0","3.6","102","11.7","70.1","92.2","42","46","55","25.66","0.00",23,"08","19"
"1022","6 am","2.7","3.4","262","9.5","69.7","91.6","44","47","56","25.66","0.00",23,"08","19"
"1122","7 am","19.2","2.4","199","7.6","75.0","90.8","37","47","58","25.67","0.00",23,"08","19"
"1222","8 am","37.9","3.7","114","10.2","77.3","90.2","33","46","58","25.68","0.00",23,"08","19"
"1322","9 am","54.9","6.7","116","13.4","78.1","89.6","36","49","60","25.70","0.00",23,"08","19"
"1422","10 am","68.3","7.7","125","16.4","79.3","89.1","35","49","60","25.71","0.00",23,"08","19"
"1522","11 am","77.6","8.6","119","17.5","82.3","88.9","27","45","59","25.71","0.00",23,"08","19"
"1622","12 pm","80.7","9.6","122","21.6","83.6","88.9","28","47","60","25.70","0.00",23,"08","19"
"1722","1 pm","78.9","10.9","121","22.2","84.5","89.3","29","48","61","25.70","0.00",23,"08","19"
"1822","2 pm","72.8","10.6","118","23.1","85.7","90.1","27","48","62","25.68","0.00",23,"08","19"
"1922","3 pm","62.0","6.6","131","19.7","87.0","91.2","20","41","59","25.67","0.00",23,"08","19"
"2022","4 pm","46.3","7.3","117","23.2","86.2","92.4","24","45","61","25.66","0.00",23,"08","19"
"2122","5 pm","28.5","4.9","112","17.8","86.3","93.6","22","43","60","25.65","0.00",23,"08","19"
"2222","6 pm","5.6","5.4","105","16.8","84.0","94.7","20","38","57","25.65","0.00",23,"08","19"
"2322","7 pm","0.4","4.1","115","15.3","81.8","95.5","13","27","53","25.66","0.00",23,"08","19"
"2422","8 pm","0.0","1.9","84","5.8","80.4","95.9","10","18","50","25.68","0.00",23,"08","19"
"2522","9 pm","0.0","1.9","69","7.1","79.5","96.0","14","26","52","25.69","0.00",23,"08","19"
"2622","10 pm","0.0","5.0","232","13.7","78.4","95.9","25","39","56","25.71","0.00",23,"08","19"
"2722","11 pm","0.0","4.5","233","11.9","77.4","95.5","28","41","56","25.72","0.00",23,"08","19"
"2822","12 am","0.0","3.3","256","9.4","75.5","95.0","34","45","57","25.74","0.00",23,"08","19"
"523","1 am","0.0","2.3","250","7.7","73.4","94.4","46","51","59","25.74","0.00",24,"08","19"
"623","2 am","0.0","2.2","225","6.4","72.7","93.7","48","52","59","25.73","0.00",24,"08","19"
"723","3 am","0.0","0.6","293","2.7","69.5","93.2","52","51","58","25.73","0.00",24,"08","19"
"823","4 am","0.0","1.4","272","6.1","70.0","92.5","48","49","57","25.74","0.00",24,"08","19"
"923","5 am","0.0","2.6","272","5.8","67.8","91.9","47","47","55","25.75","0.00",24,"08","19"
"1023","6 am","2.7","2.2","247","6.8","68.4","91.3","44","46","55","25.76","0.00",24,"08","19"
"1123","7 am","18.7","2.5","238","5.0","74.6","90.5","40","49","58","25.78","0.00",24,"08","19"
"1223","8 am","36.8","2.8","99","7.6","77.5","89.8","41","52","61","25.79","0.00",24,"08","19"
"1323","9 am","53.3","4.9","122","10.0","78.9","89.2","36","50","60","25.81","0.00",24,"08","19"
"1423","10 am","66.7","6.0","123","14.0","80.0","88.7","34","49","60","25.82","0.00",24,"08","19"
"1523","11 am","75.3","5.3","127","13.6","81.6","88.5","35","51","62","25.82","0.00",24,"08","19"
"1623","12 pm","78.6","6.0","125","15.8","83.2","88.5","37","55","64","25.81","0.00",24,"08","19"
"1723","1 pm","77.1","5.3","152","13.9","84.3","88.9","36","55","64","25.80","0.00",24,"08","19"
"1823","2 pm","71.5","4.2","169","12.7","86.7","89.7","29","50","63","25.79","0.00",24,"08","19"
"1923","3 pm","60.7","4.5","203","12.6","87.5","90.8","24","46","61","25.78","0.00",24,"08","19"
"2023","4 pm","45.5","4.9","177","15.2","87.3","92.0","26","48","62","25.77","0.00",24,"08","19"
"2123","5 pm","27.6","4.6","194","13.9","86.4","93.2","28","49","62","25.77","0.00",24,"08","19"
"2223","6 pm","6.5","3.3","209","12.3","84.0","94.3","33","52","63","25.77","0.00",24,"08","19"
"2323","7 pm","0.3","1.4","203","9.4","81.4","95.2","39","54","63","25.77","0.00",24,"08","19"
"2423","8 pm","0.0","1.9","181","7.4","79.9","95.7","42","55","63","25.78","0.00",24,"08","19"
"2523","9 pm","0.0","3.7","246","8.6","79.5","95.9","43","55","63","25.79","0.00",24,"08","19"
"2623","10 pm","0.0","3.2","238","8.9","78.5","95.8","45","56","63","25.80","0.00",24,"08","19"
"2723","11 pm","0.0","3.4","276","7.2","76.3","95.5","50","56","63","25.80","0.00",24,"08","19"
"2823","12 am","0.0","2.8","259","5.5","75.0","95.1","48","54","61","25.79","0.00",24,"08","19"
"524","1 am","0.0","1.9","262","4.8","73.7","94.6","53","55","62","25.79","0.00",25,"08","19"
"624","2 am","0.0","2.0","257","6.1","72.4","94.1","56","56","61","25.78","0.00",25,"08","19"
"724","3 am","0.0","2.4","281","6.7","73.2","93.5","52","54","61","25.79","0.00",25,"08","19"
"824","4 am","0.0","0.8","250","3.4","72.4","92.9","50","53","60","25.79","0.00",25,"08","19"
"924","5 am","0.0","0.6","105","2.7","69.9","92.3","56","53","59","25.79","0.00",25,"08","19"
"1024","6 am","2.7","0.4","86","2.3","69.1","91.6","57","53","59","25.80","0.00",25,"08","19"
"1124","7 am","18.3","0.5","45","3.4","78.8","90.9","41","53","62","25.82","0.00",25,"08","19"
"1224","8 am","36.2","2.3","186","6.1","81.7","90.2","38","53","63","25.83","0.00",25,"08","19"
"1324","9 am","52.4","2.7","152","10.2","83.8","89.7","34","53","63","25.83","0.00",25,"08","19"
"1424","10 am","65.6","4.4","183","13.2","85.7","89.3","30","50","63","25.83","0.00",25,"08","19"
"1524","11 am","74.6","5.6","223","11.8","87.1","89.0","28","51","63","25.82","0.00",25,"08","19"
"1624","12 pm","78.3","5.4","218","14.1","87.9","89.1","28","51","64","25.81","0.00",25,"08","19"
"1724","1 pm","76.6","5.6","214","15.4","88.6","89.5","27","51","64","25.80","0.00",25,"08","19"
"1824","2 pm","70.6","5.0","193","15.2","90.1","90.4","25","49","64","25.79","0.00",25,"08","19"
"1924","3 pm","59.7","5.6","208","15.3","90.9","91.5","21","46","62","25.77","0.00",25,"08","19"
"2024","4 pm","45.1","5.5","232","16.2","91.2","92.7","20","44","62","25.75","0.00",25,"08","19"
"2124","5 pm","27.5","4.9","215","13.5","90.2","93.9","20","44","61","25.74","0.00",25,"08","19"
"2224","6 pm","6.5","4.6","228","13.4","87.6","95.0","24","46","62","25.73","0.00",25,"08","19"
"2324","7 pm","0.4","3.0","248","9.8","84.7","95.8","30","50","62","25.74","0.00",25,"08","19"
"2424","8 pm","0.0","2.7","243","9.9","83.4","96.3","32","51","62","25.75","0.00",25,"08","19"
"2524","9 pm","0.0","2.7","246","8.7","82.1","96.5","37","53","63","25.75","0.00",25,"08","19"
"2624","10 pm","0.0","2.3","265","4.9","79.8","96.4","41","54","63","25.75","0.00",25,"08","19"
"2724","11 pm","0.0","2.9","255","5.3","78.5","96.1","43","54","62","25.74","0.00",25,"08","19"
"2824","12 am","0.0","2.5","283","5.8","77.7","95.7","44","54","62","25.74","0.00",25,"08","19"
"525","1 am","0.0","3.2","264","6.1","79.1","95.2","40","52","62","25.73","0.00",26,"08","19"
"625","2 am","0.0","1.3","251","5.4","77.6","94.6","41","52","61","25.72","0.00",26,"08","19"
"725","3 am","0.0","0.1","350","2.4","76.2","94.1","42","51","60","25.71","0.00",26,"08","19"
"825","4 am","0.0","1.0","324","4.3","75.9","93.4","42","51","60","25.71","0.00",26,"08","19"
"925","5 am","0.0","2.9","272","5.8","76.7","92.8","36","48","59","25.71","0.00",26,"08","19"
"1025","6 am","2.1","2.2","276","6.9","78.1","92.2","30","44","57","25.72","0.00",26,"08","19"
"1125","7 am","18.5","1.3","241","4.3","84.2","91.5","28","47","61","25.74","0.00",26,"08","19"
"1225","8 am","36.9","1.5","218","5.3","88.2","90.8","22","45","61","25.75","0.00",26,"08","19"
"1325","9 am","53.5","3.4","130","8.5","88.8","90.3","21","44","61","25.75","0.00",26,"08","19"
"1425","10 am","66.1","4.7","152","15.6","89.6","89.9","22","45","62","25.76","0.00",26,"08","19"
"1525","11 am","76.4","3.6","161","11.9","90.8","89.7","22","46","63","25.76","0.00",26,"08","19"
"1625","12 pm","78.3","4.2","197","12.5","91.9","89.9","19","43","62","25.74","0.00",26,"08","19"
"1725","1 pm","73.3","4.6","170","12.4","91.7","90.4","18","43","61","25.73","0.00",26,"08","19"
"1825","2 pm","71.9","4.8","207","18.0","93.0","91.2","17","42","62","25.71","0.00",26,"08","19"
"1925","3 pm","61.7","3.8","221","11.8","93.9","92.4","16","42","62","25.70","0.00",26,"08","19"
"2025","4 pm","44.2","4.2","171","12.4","93.6","93.5","16","41","61","25.68","0.00",26,"08","19"
"2125","5 pm","24.9","3.8","216","14.5","91.8","94.8","17","41","61","25.68","0.00",26,"08","19"
"2225","6 pm","6.9","2.5","215","9.8","89.8","95.8","18","40","60","25.67","0.00",26,"08","19"
"2325","7 pm","0.3","3.4","238","8.3","87.1","96.7","19","40","59","25.68","0.00",26,"08","19"
"2425","8 pm","0.0","1.6","270","5.7","84.8","97.2","20","40","58","25.69","0.00",26,"08","19"
"2525","9 pm","0.0","1.5","271","2.9","82.3","97.3","23","41","58","25.70","0.00",26,"08","19"
"2625","10 pm","0.0","2.7","286","3.9","80.6","97.2","29","46","59","25.70","0.00",26,"08","19"
"2725","11 pm","0.0","3.3","284","5.0","78.7","96.8","38","51","61","25.70","0.00",26,"08","19"
"2825","12 am","0.0","3.0","272","4.8","78.5","96.3","41","53","62","25.69","0.00",26,"08","19"
"526","1 am","0.0","2.6","285","4.7","78.1","95.8","42","53","62","25.68","0.00",27,"08","19"
"626","2 am","0.0","1.2","296","3.7","76.0","95.2","45","53","61","25.68","0.00",27,"08","19"
"726","3 am","0.0","2.6","285","4.1","74.0","94.6","48","53","60","25.68","0.00",27,"08","19"
"826","4 am","0.0","0.8","281","3.1","73.6","94.0","50","54","61","25.68","0.00",27,"08","19"
"926","5 am","0.0","2.5","285","4.2","73.4","93.3","51","54","61","25.68","0.00",27,"08","19"
"1026","6 am","2.7","1.7","273","4.0","73.6","92.7","50","54","61","25.70","0.00",27,"08","19"
"1126","7 am","18.2","0.5","311","3.3","86.0","91.9","33","53","64","25.71","0.00",27,"08","19"
"1226","8 am","36.0","2.1","152","9.3","89.2","91.3","29","53","65","25.72","0.00",27,"08","19"
"1326","9 am","52.5","5.6","125","13.2","88.9","90.8","28","52","64","25.73","0.00",27,"08","19"
"1426","10 am","66.0","8.2","116","15.5","90.1","90.4","26","51","64","25.73","0.00",27,"08","19"
"1526","11 am","75.1","9.1","125","19.1","91.1","90.3","22","47","63","25.73","0.00",27,"08","19"
"1626","12 pm","79.3","8.5","117","21.1","92.1","90.4","18","42","61","25.72","0.00",27,"08","19"
"1726","1 pm","78.1","6.9","119","22.3","93.1","90.9","14","38","60","25.71","0.00",27,"08","19"
"1826","2 pm","71.3","8.8","133","22.2","94.0","91.8","14","38","61","25.70","0.00",27,"08","19"
"1926","3 pm","60.0","9.1","133","21.1","93.9","92.9","16","41","61","25.69","0.00",27,"08","19"
"2026","4 pm","45.3","9.3","123","22.0","93.7","94.1","14","38","60","25.68","0.00",27,"08","19"
"2126","5 pm","27.8","4.6","156","15.6","93.3","95.3","15","39","61","25.67","0.00",27,"08","19"
"2226","6 pm","4.8","5.4","104","14.8","90.1","96.3","18","41","60","25.67","0.00",27,"08","19"
"2326","7 pm","0.2","4.2","90","9.3","86.7","97.1","20","40","59","25.68","0.00",27,"08","19"
"2426","8 pm","0.0","1.7","89","6.1","85.4","97.6","20","40","58","25.69","0.00",27,"08","19"
"2526","9 pm","0.0","1.4","47","4.3","84.6","97.7","17","35","56","25.70","0.00",27,"08","19"
"2626","10 pm","0.0","1.4","283","5.0","82.2","97.6","19","35","56","25.71","0.00",27,"08","19"
"2726","11 pm","0.0","3.2","285","5.8","80.6","97.3","21","37","56","25.71","0.00",27,"08","19"
"2826","12 am","0.0","2.8","276","5.3","80.1","96.7","25","42","57","25.71","0.00",27,"08","19"
"527","1 am","0.0","1.8","280","3.7","76.1","96.2","28","41","55","25.71","0.00",28,"08","19"
"627","2 am","0.0","2.6","284","4.4","73.7","95.5","32","42","55","25.70","0.00",28,"08","19"
"727","3 am","0.0","3.5","283","5.2","73.3","94.9","33","42","55","25.70","0.00",28,"08","19"
"827","4 am","0.0","3.0","280","4.5","73.4","94.2","31","41","54","25.70","0.00",28,"08","19"
"927","5 am","0.0","1.5","284","3.2","71.5","93.5","32","40","53","25.72","0.00",28,"08","19"
"1027","6 am","2.7","2.2","288","3.4","72.7","92.8","34","43","55","25.74","0.00",28,"08","19"
"1127","7 am","18.4","1.1","20","6.1","83.8","92.0","26","45","60","25.75","0.00",28,"08","19"
"1227","8 am","36.0","3.0","128","9.6","86.5","91.3","25","46","61","25.77","0.00",28,"08","19"
"1327","9 am","52.1","3.9","138","11.0","87.2","90.7","25","47","62","25.79","0.00",28,"08","19"
"1427","10 am","65.3","6.9","117","16.4","88.1","90.2","24","47","62","25.80","0.00",28,"08","19"
"1527","11 am","73.8","6.5","120","17.2","88.7","90.0","26","50","63","25.80","0.00",28,"08","19"
"1627","12 pm","77.5","7.8","144","19.2","89.7","90.2","26","50","64","25.79","0.00",28,"08","19"
"1727","1 pm","76.5","5.7","176","17.5","91.4","90.7","23","49","64","25.79","0.00",28,"08","19"
"1827","2 pm","70.7","6.5","153","19.7","92.3","91.5","21","46","63","25.77","0.00",28,"08","19"
"1927","3 pm","59.2","5.6","146","17.5","93.1","92.6","20","46","63","25.75","0.00",28,"08","19"
"2027","4 pm","44.2","5.2","164","19.1","93.3","93.8","21","47","64","25.73","0.00",28,"08","19"
"2127","5 pm","26.9","5.7","196","19.7","92.4","95.0","19","44","62","25.71","0.00",28,"08","19"
"2227","6 pm","4.6","4.5","223","15.7","89.8","96.1","20","43","61","25.71","0.00",28,"08","19"
"2327","7 pm","0.2","2.4","238","9.3","87.2","96.9","21","42","60","25.72","0.00",28,"08","19"
"2427","8 pm","0.0","2.3","243","8.5","85.1","97.4","23","43","59","25.73","0.00",28,"08","19"
"2527","9 pm","0.0","0.9","38","4.7","80.6","97.5","28","44","58","25.74","0.00",28,"08","19"
"2627","10 pm","0.0","2.0","235","5.6","79.4","97.4","30","45","58","25.76","0.00",28,"08","19"
"2727","11 pm","0.0","1.8","315","5.7","79.4","97.0","30","45","58","25.76","0.00",28,"08","19"
"2827","12 am","0.0","1.3","109","5.6","77.3","96.6","32","45","58","25.77","0.00",28,"08","19"
"528","1 am","0.0","1.8","97","5.4","75.6","96.0","36","47","58","25.78","0.00",29,"08","19"
"628","2 am","0.0","0.3","357","2.2","73.5","95.4","39","47","57","25.77","0.00",29,"08","19"
"728","3 am","0.0","2.8","18","8.0","74.5","94.8","37","46","57","25.78","0.00",29,"08","19"
"828","4 am","0.0","2.6","251","8.5","75.2","94.1","39","48","58","25.78","0.00",29,"08","19"
"928","5 am","0.0","3.1","252","11.3","73.7","93.4","43","50","59","25.78","0.00",29,"08","19"
"1028","6 am","2.5","2.2","98","7.0","72.2","92.7","52","53","60","25.80","0.00",29,"08","19"
"1128","7 am","17.5","1.7","241","5.7","78.4","92.0","41","53","62","25.81","0.00",29,"08","19"
"1228","8 am","35.1","2.7","163","8.7","80.5","91.3","38","53","62","25.82","0.00",29,"08","19"
"1328","9 am","51.8","3.9","190","11.2","83.0","90.7","33","51","62","25.83","0.00",29,"08","19"
"1428","10 am","65.2","4.6","131","13.4","85.5","90.3","31","51","63","25.84","0.00",29,"08","19"
"1528","11 am","74.2","5.7","122","15.8","86.8","90.1","30","52","64","25.83","0.00",29,"08","19"
"1628","12 pm","78.1","5.2","209","19.0","88.8","90.2","27","51","64","25.82","0.00",29,"08","19"
"1728","1 pm","76.6","4.5","217","13.1","90.3","90.6","24","49","63","25.81","0.00",29,"08","19"
"1828","2 pm","70.4","4.9","206","16.4","90.9","91.5","24","49","64","25.79","0.00",29,"08","19"
"1928","3 pm","59.1","4.5","211","15.1","91.8","92.5","23","49","64","25.77","0.00",29,"08","19"
"2028","4 pm","44.0","4.3","166","13.2","91.9","93.7","22","48","64","25.76","0.00",29,"08","19"
"2128","5 pm","26.1","3.6","234","11.7","91.1","94.9","23","48","63","25.74","0.00",29,"08","19"
"2228","6 pm","4.5","2.6","228","9.5","89.0","96.0","23","47","62","25.74","0.00",29,"08","19"
"2328","7 pm","0.2","1.3","260","6.1","86.4","96.8","25","46","61","25.74","0.00",29,"08","19"
"2428","8 pm","0.0","0.7","302","3.6","82.8","97.3","28","47","60","25.76","0.00",29,"08","19"
"2528","9 pm","0.0","2.4","279","4.2","80.7","97.4","31","47","60","25.77","0.00",29,"08","19"
"2628","10 pm","0.0","1.8","311","7.5","80.8","97.3","29","46","59","25.77","0.00",29,"08","19"
"2728","11 pm","0.0","8.5","322","15.1","82.8","96.9","20","38","57","25.77","0.00",29,"08","19"
"2828","12 am","0.0","6.8","284","11.1","81.1","96.5","21","38","56","25.76","0.00",29,"08","19"
"529","1 am","0.0","4.0","267","8.0","81.3","95.9","23","40","57","25.76","0.00",30,"08","19"
"629","2 am","0.0","3.0","277","4.9","77.6","95.4","29","43","57","25.76","0.00",30,"08","19"
"729","3 am","0.0","4.0","274","6.4","78.4","94.8","27","42","57","25.75","0.00",30,"08","19"
"829","4 am","0.0","5.7","264","10.4","79.5","94.2","23","39","56","25.75","0.00",30,"08","19"
"929","5 am","0.0","3.0","266","7.5","78.4","93.6","23","37","55","25.75","0.00",30,"08","19"
"1029","6 am","2.5","1.2","278","6.0","75.4","93.0","25","37","54","25.76","0.00",30,"08","19"
"1129","7 am","18.6","4.8","283","11.6","85.0","92.2","15","32","56","25.78","0.00",30,"08","19"
"1229","8 am","37.0","4.7","280","13.0","88.1","91.6","12","29","56","25.79","0.00",30,"08","19"
"1329","9 am","53.7","3.1","124","9.5","88.7","91.0","14","33","57","25.80","0.00",30,"08","19"
"1429","10 am","67.6","5.6","102","14.1","90.2","90.5","11","29","57","25.80","0.00",30,"08","19"
"1529","11 am","77.1","6.5","300","17.1","92.7","90.3","9","25","57","25.79","0.00",30,"08","19"
"1629","12 pm","81.0","8.3","300","19.5","93.6","90.5","8","25","57","25.78","0.00",30,"08","19"
"1729","1 pm","79.4","7.8","273","20.2","93.7","91.0","9","27","57","25.78","0.00",30,"08","19"
"1829","2 pm","72.7","8.0","286","20.2","94.2","91.8","10","28","58","25.76","0.00",30,"08","19"
"1929","3 pm","61.3","7.9","313","18.9","95.1","92.9","9","27","58","25.74","0.00",30,"08","19"
"2029","4 pm","45.6","7.5","282","18.3","95.2","94.1","9","28","58","25.72","0.00",30,"08","19"
"2129","5 pm","27.7","6.8","299","18.2","94.1","95.3","9","27","57","25.71","0.00",30,"08","19"
"2229","6 pm","4.4","5.1","285","14.5","91.0","96.3","9","25","56","25.71","0.00",30,"08","19"
"2329","7 pm","0.2","7.7","297","16.7","88.5","97.1","10","24","55","25.72","0.00",30,"08","19"
"2429","8 pm","0.0","10.0","304","17.1","88.1","97.5","10","26","55","25.73","0.00",30,"08","19"
"2529","9 pm","0.0","14.8","308","21.8","87.0","97.6","12","28","55","25.74","0.00",30,"08","19"
"2629","10 pm","0.0","15.4","314","24.5","85.9","97.5","14","32","56","25.74","0.00",30,"08","19"
"2729","11 pm","0.0","14.1","317","21.2","84.4","97.1","17","35","56","25.75","0.00",30,"08","19"
"2829","12 am","0.0","14.9","314","21.6","83.0","96.7","19","36","56","25.74","0.00",30,"08","19"
