"","Hour of Day Ending at LST","Total Solar Rad  ly"," Wind Ave mph"," Wind V Dir Deg"," Wind Max mph","Air Temperature Mean Deg F","Soil Temperature Mean Deg F","Relative Humidity Mean Perent"," Dew Point Deg F"," Wet Bulb Deg F"," Baro Press in Hg"," Total Preip inhes","day","month","year"
"622","2 am","0.0","13.1","310","30.4","59.7","69.0","35","32","45","25.69","0.00",23,"04","19"
"722","3 am","0.0","13.9","315","26.9","59.1","68.5","38","33","46","25.68","0.00",23,"04","19"
"822","4 am","0.0","13.9","305","27.3","58.7","68.1","38","33","46","25.68","0.00",23,"04","19"
"922","5 am","0.0","14.4","308","29.7","58.1","67.6","39","33","45","25.69","0.00",23,"04","19"
"1022","6 am","4.2","15.8","318","27.1","57.9","67.2","39","33","45","25.71","0.00",23,"04","19"
"1122","7 am","22.5","15.6","315","31.2","59.4","66.7","38","34","46","25.72","0.00",23,"04","19"
"1222","8 am","41.0","17.8","315","30.2","61.3","66.4","34","33","47","25.72","0.00",23,"04","19"
"1322","9 am","57.6","17.7","313","28.1","63.2","66.1","32","33","47","25.73","0.00",23,"04","19"
"1422","10 am","71.0","15.2","312","26.8","65.8","65.8","29","33","48","25.74","0.00",23,"04","19"
"1522","11 am","79.7","11.2","313","26.1","67.8","65.7","27","33","49","25.74","0.00",23,"04","19"
"1622","12 pm","83.2","9.0","302","22.1","69.9","65.9","25","32","50","25.73","0.00",23,"04","19"
"1722","1 pm","81.0","7.4","290","21.9","72.4","66.4","21","30","50","25.72","0.00",23,"04","19"
"1822","2 pm","74.8","7.5","287","17.8","73.8","67.3","18","28","50","25.70","0.00",23,"04","19"
"1922","3 pm","63.6","6.7","274","20.8","73.9","68.5","18","28","50","25.69","0.00",23,"04","19"
"2022","4 pm","48.3","7.5","286","20.3","73.8","69.8","18","28","50","25.68","0.00",23,"04","19"
"2122","5 pm","30.3","8.6","280","21.4","73.6","71.1","17","26","49","25.68","0.00",23,"04","19"
"2222","6 pm","6.8","9.4","289","18.3","70.8","72.2","18","25","48","25.67","0.00",23,"04","19"
"2322","7 pm","0.3","7.6","279","16.2","68.7","73.0","19","25","47","25.68","0.00",23,"04","19"
"2422","8 pm","0.0","4.5","234","16.7","68.7","73.4","19","24","47","25.69","0.00",23,"04","19"
"2522","9 pm","0.0","3.2","302","7.5","65.2","73.5","23","26","46","25.71","0.00",23,"04","19"
"2622","10 pm","0.0","4.7","285","7.5","60.7","73.3","28","28","44","25.72","0.00",23,"04","19"
"2722","11 pm","0.0","5.0","286","6.8","62.3","73.0","27","28","45","25.72","0.00",23,"04","19"
"2822","12 am","0.0","5.2","280","7.2","61.7","72.5","27","27","45","25.72","0.00",23,"04","19"
"523","1 am","0.0","5.2","290","9.1","59.2","72.0","29","27","44","25.71","0.00",24,"04","19"
"623","2 am","0.0","6.3","313","8.9","59.8","71.4","29","27","44","25.70","0.00",24,"04","19"
"723","3 am","0.0","7.2","312","13.0","61.7","70.8","26","27","45","25.71","0.00",24,"04","19"
"823","4 am","0.0","8.7","324","12.4","66.4","70.2","18","22","46","25.71","0.00",24,"04","19"
"923","5 am","0.0","8.0","325","12.8","65.5","69.7","18","21","45","25.72","0.00",24,"04","19"
"1023","6 am","4.6","6.8","331","11.0","66.3","69.2","18","21","45","25.73","0.00",24,"04","19"
"1123","7 am","","","","","","","","","","","",24,"04","19"
"1223","8 am","41.5","3.5","288","8.0","74.7","68.1","14","22","49","25.75","0.00",24,"04","19"
"1323","9 am","58.0","3.4","189","8.3","75.6","67.7","14","23","50","25.75","0.00",24,"04","19"
"1423","10 am","71.2","3.9","175","11.5","76.7","67.5","14","24","50","25.76","0.00",24,"04","19"
"1523","11 am","79.7","5.3","158","16.2","77.5","67.4","14","24","51","25.75","0.00",24,"04","19"
"1623","12 pm","83.4","6.1","309","15.1","79.2","67.7","12","23","51","25.74","0.00",24,"04","19"
"1723","1 pm","81.6","5.9","311","15.2","79.1","68.3","11","21","51","25.73","0.00",24,"04","19"
"1823","2 pm","74.0","7.2","298","21.3","79.7","69.3","12","22","51","25.72","0.00",24,"04","19"
"1923","3 pm","64.1","6.0","283","17.5","80.6","70.6","12","23","52","25.70","0.00",24,"04","19"
"2023","4 pm","48.4","5.2","278","15.6","80.5","72.0","13","25","52","25.69","0.00",24,"04","19"
"2123","5 pm","30.4","6.6","277","18.1","79.4","73.4","13","25","51","25.68","0.00",24,"04","19"
"2223","6 pm","7.3","6.0","285","12.1","76.6","74.5","14","24","50","25.68","0.00",24,"04","19"
"2323","7 pm","0.3","7.0","287","12.5","73.1","75.3","16","24","49","25.68","0.00",24,"04","19"
"2423","8 pm","0.0","6.7","297","11.0","69.8","75.8","19","25","48","25.69","0.00",24,"04","19"
"2523","9 pm","0.0","4.7","291","6.9","67.8","75.9","21","26","47","25.71","0.00",24,"04","19"
"2623","10 pm","0.0","5.0","275","9.1","68.4","75.7","20","26","47","25.71","0.00",24,"04","19"
"2723","11 pm","0.0","10.3","321","17.6","71.7","75.3","17","25","48","25.71","0.00",24,"04","19"
"2823","12 am","0.0","11.6","330","19.2","72.4","74.9","16","24","48","25.71","0.00",24,"04","19"
"524","1 am","0.0","14.9","313","21.9","71.4","74.4","18","26","49","25.70","0.00",25,"04","19"
"624","2 am","0.0","14.6","318","19.4","70.5","73.8","20","28","49","25.69","0.00",25,"04","19"
"724","3 am","0.0","14.9","315","20.3","71.0","73.3","19","27","49","25.69","0.00",25,"04","19"
"824","4 am","0.0","12.2","319","18.4","71.0","72.9","19","26","48","25.69","0.00",25,"04","19"
"924","5 am","0.1","6.5","304","14.8","69.9","72.4","19","26","48","25.70","0.00",25,"04","19"
"1024","6 am","5.0","4.3","275","8.3","67.3","72.0","22","27","47","25.71","0.00",25,"04","19"
"1124","7 am","23.2","1.1","269","4.2","76.6","71.4","16","27","51","25.72","0.00",25,"04","19"
"1224","8 am","41.7","1.7","202","7.5","80.9","71.0","13","25","52","25.73","0.00",25,"04","19"
"1324","9 am","58.1","3.8","217","10.7","80.3","70.7","14","27","52","25.74","0.00",25,"04","19"
"1424","10 am","71.3","4.5","162","12.6","81.3","70.4","13","26","53","25.75","0.00",25,"04","19"
"1524","11 am","79.8","4.4","160","13.4","82.1","70.3","13","26","53","25.75","0.00",25,"04","19"
"1624","12 pm","83.5","4.6","183","15.1","82.7","70.5","12","25","53","25.75","0.00",25,"04","19"
"1724","1 pm","81.2","5.2","227","14.5","83.5","71.1","12","26","53","25.74","0.00",25,"04","19"
"1824","2 pm","74.9","5.2","184","15.7","83.4","72.0","13","27","54","25.73","0.00",25,"04","19"
"1924","3 pm","63.2","5.3","128","14.5","83.5","73.3","12","27","54","25.71","0.00",25,"04","19"
"2024","4 pm","48.3","4.3","213","17.8","83.6","74.6","12","26","54","25.70","0.00",25,"04","19"
"2124","5 pm","30.1","3.8","199","13.5","83.2","75.8","12","26","53","25.69","0.00",25,"04","19"
"2224","6 pm","7.6","3.4","119","11.3","80.1","76.9","13","25","52","25.69","0.00",25,"04","19"
"2324","7 pm","0.3","1.2","146","6.1","75.4","77.7","16","25","50","25.69","0.00",25,"04","19"
"2424","8 pm","0.0","1.1","280","7.2","71.4","78.1","19","27","49","25.71","0.00",25,"04","19"
"2524","9 pm","0.0","3.2","281","7.6","71.3","78.2","22","30","50","25.72","0.00",25,"04","19"
"2624","10 pm","0.0","9.0","288","20.5","72.9","78.0","20","29","50","25.73","0.00",25,"04","19"
"2724","11 pm","0.0","13.1","312","19.7","73.3","77.7","20","30","51","25.72","0.00",25,"04","19"
"2824","12 am","0.0","9.2","308","18.2","72.3","77.2","21","30","50","25.72","0.00",25,"04","19"
"525","1 am","0.0","7.2","293","11.7","70.3","76.7","24","32","50","25.71","0.00",26,"04","19"
"625","2 am","0.0","4.8","274","9.4","68.4","76.2","26","32","49","25.71","0.00",26,"04","19"
"725","3 am","0.0","6.8","269","10.1","67.2","75.7","28","33","49","25.70","0.00",26,"04","19"
"825","4 am","0.0","5.7","289","9.1","67.8","75.2","28","34","50","25.70","0.00",26,"04","19"
"925","5 am","0.1","4.5","283","8.0","67.7","74.7","29","34","50","25.70","0.00",26,"04","19"
"1025","6 am","5.1","4.2","280","8.3","67.1","74.2","30","35","50","25.71","0.00",26,"04","19"
"1125","7 am","23.2","1.6","310","3.9","75.2","73.5","23","35","53","25.71","0.00",26,"04","19"
"1225","8 am","41.8","2.0","193","8.0","78.7","73.0","19","34","54","25.72","0.00",26,"04","19"
"1325","9 am","58.2","3.3","190","9.9","78.8","72.6","20","34","54","25.72","0.00",26,"04","19"
"1425","10 am","71.5","3.5","197","11.0","80.2","72.3","18","34","54","25.73","0.00",26,"04","19"
"1525","11 am","79.8","3.8","212","12.1","80.9","72.1","17","32","54","25.72","0.00",26,"04","19"
"1625","12 pm","83.0","6.0","224","23.1","80.9","72.3","17","31","54","25.71","0.00",26,"04","19"
"1725","1 pm","81.2","5.8","215","19.4","81.5","72.8","15","29","54","25.70","0.00",26,"04","19"
"1825","2 pm","74.6","5.7","226","17.9","82.9","73.7","14","29","54","25.69","0.00",26,"04","19"
"1925","3 pm","57.5","6.1","203","18.7","82.7","74.9","14","29","54","25.67","0.00",26,"04","19"
"2025","4 pm","41.6","5.3","238","20.2","82.8","76.1","13","28","54","25.65","0.00",26,"04","19"
"2125","5 pm","20.7","5.4","226","19.2","81.6","77.2","13","27","53","25.64","0.00",26,"04","19"
"2225","6 pm","7.4","2.7","230","14.0","80.2","78.2","14","26","52","25.64","0.00",26,"04","19"
"2325","7 pm","0.3","3.7","252","11.4","77.3","78.9","15","26","51","25.64","0.00",26,"04","19"
"2425","8 pm","0.0","9.8","283","24.9","75.4","79.2","19","29","51","25.65","0.00",26,"04","19"
"2525","9 pm","0.0","19.0","298","28.0","72.6","79.2","25","35","52","25.65","0.00",26,"04","19"
"2625","10 pm","0.0","20.5","303","31.0","71.7","79.1","23","32","51","25.65","0.00",26,"04","19"
"2725","11 pm","0.0","19.6","313","29.6","71.2","78.7","21","30","50","25.65","0.00",26,"04","19"
"2825","12 am","0.0","21.4","312","34.5","69.7","78.3","24","32","50","25.65","0.00",26,"04","19"
"526","1 am","0.0","23.3","310","35.2","69.5","77.9","22","29","49","25.64","0.00",27,"04","19"
"626","2 am","0.0","19.7","318","29.8","69.5","77.4","20","27","48","25.63","0.00",27,"04","19"
"726","3 am","0.0","18.1","316","26.9","69.0","76.9","21","27","48","25.63","0.00",27,"04","19"
"826","4 am","0.0","16.9","309","24.3","67.3","76.4","27","33","49","25.63","0.00",27,"04","19"
"926","5 am","0.1","17.2","310","26.2","66.9","75.8","27","32","48","25.63","0.00",27,"04","19"
"1026","6 am","5.7","15.9","308","24.6","67.2","75.3","27","32","49","25.64","0.00",27,"04","19"
"1126","7 am","24.4","10.9","302","18.6","69.5","74.8","27","34","50","25.65","0.00",27,"04","19"
"1226","8 am","42.5","6.1","315","14.9","72.1","74.3","26","35","52","25.66","0.00",27,"04","19"
"1326","9 am","59.5","4.4","220","12.6","75.5","73.9","22","34","53","25.66","0.00",27,"04","19"
"1426","10 am","71.4","4.2","163","10.9","77.5","73.5","19","32","53","25.66","0.00",27,"04","19"
"1526","11 am","74.6","4.7","163","13.7","79.1","73.4","15","27","52","25.66","0.00",27,"04","19"
"1626","12 pm","85.0","5.9","224","18.2","79.3","73.5","14","27","52","25.65","0.00",27,"04","19"
"1726","1 pm","82.3","6.6","240","16.5","80.0","73.9","13","25","52","25.64","0.00",27,"04","19"
"1826","2 pm","69.2","7.7","233","23.3","80.4","74.7","13","25","52","25.62","0.00",27,"04","19"
"1926","3 pm","65.0","5.3","212","22.7","81.6","75.7","12","24","52","25.60","0.00",27,"04","19"
"2026","4 pm","41.2","4.9","227","16.4","81.1","76.8","12","24","52","25.58","0.00",27,"04","19"
"2126","5 pm","18.7","3.7","211","11.5","79.5","77.9","13","24","51","25.57","0.00",27,"04","19"
"2226","6 pm","8.3","2.9","198","12.9","78.3","78.8","13","23","51","25.56","0.00",27,"04","19"
"2326","7 pm","0.4","2.4","259","6.7","74.3","79.4","14","23","49","25.56","0.00",27,"04","19"
"2426","8 pm","0.0","7.4","272","24.6","72.3","79.7","17","25","49","25.57","0.00",27,"04","19"
"2526","9 pm","0.0","19.1","302","28.4","71.5","79.7","19","27","49","25.58","0.00",27,"04","19"
"2626","10 pm","0.0","21.0","302","32.4","70.4","79.5","17","24","48","25.58","0.00",27,"04","19"
"2726","11 pm","0.0","22.9","307","33.8","69.3","79.1","17","22","47","25.58","0.00",27,"04","19"
"2826","12 am","0.0","22.2","307","33.2","68.6","78.7","16","21","46","25.57","0.00",27,"04","19"
"527","1 am","0.0","21.6","315","34.2","68.5","78.2","14","18","45","25.56","0.00",28,"04","19"
"627","2 am","0.0","23.7","301","36.5","67.6","77.7","14","17","45","25.54","0.00",28,"04","19"
"727","3 am","0.0","21.0","288","34.5","67.5","77.1","14","16","45","25.55","0.00",28,"04","19"
"827","4 am","0.0","13.1","280","23.2","67.3","76.6","14","17","45","25.55","0.00",28,"04","19"
"927","5 am","0.1","8.0","273","18.9","67.1","76.1","14","17","45","25.56","0.00",28,"04","19"
"1027","6 am","5.4","7.7","267","19.7","67.5","75.6","15","18","45","25.56","0.00",28,"04","19"
"1127","7 am","23.6","10.5","296","24.5","70.0","75.0","15","20","47","25.57","0.00",28,"04","19"
"1227","8 am","37.3","13.2","291","25.6","71.8","74.5","14","19","47","25.58","0.00",28,"04","19"
"1327","9 am","59.8","13.6","301","25.4","74.6","74.1","12","18","48","25.58","0.00",28,"04","19"
"1427","10 am","70.6","9.7","287","23.5","76.2","73.8","11","19","49","25.58","0.00",28,"04","19"
"1527","11 am","78.7","7.1","269","19.1","77.8","73.6","12","21","50","25.58","0.00",28,"04","19"
"1627","12 pm","80.5","7.8","267","22.6","79.1","73.7","12","21","51","25.57","0.00",28,"04","19"
"1727","1 pm","75.7","8.0","269","21.3","80.4","74.1","11","21","51","25.55","0.00",28,"04","19"
"1827","2 pm","57.5","8.8","269","25.3","81.5","74.8","10","21","51","25.54","0.00",28,"04","19"
"1927","3 pm","27.4","8.9","275","26.7","79.6","75.8","11","21","51","25.52","0.00",28,"04","19"
"2027","4 pm","11.5","7.1","263","32.3","77.5","76.8","12","21","50","25.52","0.00",28,"04","19"
"2127","5 pm","5.0","11.1","270","27.6","74.4","77.7","16","25","50","25.53","0.00",28,"04","19"
"2227","6 pm","2.9","10.5","281","27.5","73.3","78.3","17","26","49","25.53","0.00",28,"04","19"
"2327","7 pm","0.3","6.1","271","16.7","72.1","78.6","18","26","49","25.53","0.00",28,"04","19"
"2427","8 pm","0.0","4.6","244","14.9","71.2","78.6","19","27","49","25.54","0.00",28,"04","19"
"2527","9 pm","0.0","3.3","257","14.6","69.2","78.5","21","27","48","25.55","0.00",28,"04","19"
"2627","10 pm","0.0","3.3","286","8.4","67.5","78.3","23","28","48","25.54","0.00",28,"04","19"
"2727","11 pm","0.0","2.9","262","9.9","67.9","78.0","22","28","48","25.53","0.00",28,"04","19"
"2827","12 am","0.0","2.7","255","9.9","67.3","77.6","22","28","47","25.53","0.00",28,"04","19"
"528","1 am","0.0","2.9","241","10.7","67.8","77.1","22","28","48","25.51","0.00",29,"04","19"
"628","2 am","0.0","1.8","56","6.3","66.0","76.7","27","31","48","25.49","0.00",29,"04","19"
"728","3 am","0.0","4.3","88","17.1","63.7","76.2","32","33","48","25.49","0.00",29,"04","19"
"828","4 am","0.0","1.8","15","4.9","60.7","75.7","40","36","48","25.47","0.00",29,"04","19"
"928","5 am","0.0","1.7","122","4.2","62.7","75.3","34","34","48","25.46","0.00",29,"04","19"
"1028","6 am","3.8","6.0","110","14.0","61.8","74.8","37","35","48","25.46","0.00",29,"04","19"
"1128","7 am","18.2","7.6","109","17.8","62.4","74.3","42","39","49","25.46","0.01",29,"04","19"
"1228","8 am","5.5","4.9","128","12.6","58.9","73.9","54","42","49","25.46","0.08",29,"04","19"
"1328","9 am","19.2","2.9","108","7.6","59.9","73.5","56","44","51","25.47","0.00",29,"04","19"
"1428","10 am","26.5","3.3","65","11.8","61.6","73.1","50","43","51","25.47","0.00",29,"04","19"
"1528","11 am","64.8","4.3","205","12.9","64.9","72.7","38","38","50","25.46","0.00",29,"04","19"
"1628","12 pm","53.8","6.3","252","17.8","64.3","72.6","42","40","51","25.45","0.00",29,"04","19"
"1728","1 pm","74.7","13.7","311","30.0","61.9","72.5","51","44","51","25.44","0.00",29,"04","19"
"1828","2 pm","49.7","15.9","313","26.5","60.8","72.8","50","42","50","25.43","0.00",29,"04","19"
"1928","3 pm","20.6","9.4","307","21.6","61.2","73.1","44","39","49","25.42","0.00",29,"04","19"
"2028","4 pm","21.7","4.6","149","13.4","61.9","73.6","29","29","46","25.43","0.00",29,"04","19"
"2128","5 pm","1.5","7.7","201","24.7","55.8","73.9","49","36","45","25.46","0.04",29,"04","19"
"2228","6 pm","0.4","11.1","277","22.5","46.8","74.1","84","42","44","25.49","0.42",29,"04","19"
"2328","7 pm","0.1","6.0","304","12.1","47.6","73.9","82","42","45","25.50","0.07",29,"04","19"
"2428","8 pm","0.0","9.6","314","14.9","50.8","73.1","71","42","46","25.51","0.00",29,"04","19"
"2528","9 pm","0.0","9.4","312","22.0","50.6","72.0","71","42","46","25.51","0.00",29,"04","19"
"2628","10 pm","0.0","11.2","302","22.4","51.4","70.9","69","42","46","25.50","0.00",29,"04","19"
"2728","11 pm","0.0","12.4","299","29.4","51.8","70.0","73","43","47","25.51","0.00",29,"04","19"
"2828","12 am","0.0","22.0","312","35.8","51.9","69.1","71","43","47","25.49","0.00",29,"04","19"
"529","1 am","0.0","19.8","309","31.0","51.4","68.3","72","43","46","25.50","0.00",30,"04","19"
"629","2 am","0.0","16.3","297","25.6","50.5","67.6","74","43","46","25.51","0.00",30,"04","19"
"729","3 am","0.0","8.3","296","20.0","50.1","66.8","75","42","46","25.52","0.00",30,"04","19"
"829","4 am","0.0","2.8","275","6.9","48.5","66.1","79","42","45","25.53","0.00",30,"04","19"
"929","5 am","0.1","0.9","251","3.8","48.3","65.5","79","42","45","25.54","0.00",30,"04","19"
"1029","6 am","5.3","1.4","112","5.8","48.8","64.8","77","42","45","25.56","0.00",30,"04","19"
"1129","7 am","23.6","1.4","162","6.5","54.9","64.1","65","43","48","25.58","0.00",30,"04","19"
"1229","8 am","42.6","3.4","199","11.1","56.1","63.6","62","43","49","25.59","0.00",30,"04","19"
"1329","9 am","59.2","4.7","209","14.1","57.4","63.2","56","42","49","25.60","0.00",30,"04","19"
"1429","10 am","72.5","6.3","225","15.1","59.2","63.1","46","38","48","25.60","0.00",30,"04","19"
"1529","11 am","80.6","5.6","216","15.5","60.5","63.1","45","39","49","25.61","0.00",30,"04","19"
"1629","12 pm","82.0","5.5","212","16.7","61.6","63.8","45","40","50","25.60","0.00",30,"04","19"
"1729","1 pm","82.1","5.7","209","17.7","63.0","65.0","41","39","50","25.59","0.00",30,"04","19"
"1829","2 pm","76.9","4.9","211","13.2","66.4","66.6","32","36","50","25.58","0.00",30,"04","19"
"1929","3 pm","58.5","5.2","209","17.7","67.0","68.5","31","36","50","25.56","0.00",30,"04","19"
"2029","4 pm","49.1","5.9","222","16.9","67.3","70.1","29","34","49","25.54","0.00",30,"04","19"
"2129","5 pm","33.1","5.7","231","15.3","67.7","71.5","28","33","49","25.53","0.00",30,"04","19"
"2229","6 pm","8.5","3.8","230","12.9","66.0","72.4","28","32","48","25.52","0.00",30,"04","19"
"2329","7 pm","0.4","8.6","282","15.9","62.2","72.8","27","28","45","25.53","0.00",30,"04","19"
"2429","8 pm","0.0","11.1","284","19.1","60.6","72.6","23","22","43","25.54","0.00",30,"04","19"
"2529","9 pm","0.0","14.0","302","25.8","58.8","72.2","24","22","42","25.55","0.00",30,"04","19"
"2629","10 pm","0.0","14.8","309","29.1","54.4","71.5","46","34","44","25.55","0.00",30,"04","19"
"2729","11 pm","0.0","14.6","302","29.6","52.2","70.7","53","36","44","25.56","0.00",30,"04","19"
"2829","12 am","0.0","18.6","305","39.6","51.7","69.9","52","35","43","25.56","0.00",30,"04","19"
