unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
692flower,692,5/7/2019,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,,insectivore,Copulating,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
693flower,693,5/7/2019,spring,20,12:20,14:20,34.78247,-115.66373,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,cactus canopy,vegetation,cactus,cactus,na,no photo,12:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
694flower,694,5/7/2019,spring,20,12:20,14:20,34.78247,-115.66373,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,cactus canopy,vegetation,cactus,cactus,na,no photo,12:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
695flower,695,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
696flower,696,5/7/2019,spring,20,12:20,14:20,,,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:59,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
697flower,697,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:01,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
698flower,698,5/7/2019,spring,20,12:20,14:20,34.78181,-115.66359,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Walking,Active movement,gravel,non vegetation,other,land,na,no photo,13:02,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
699flower,699,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:09,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
278fruit,278,8/23/2019,summer,44,7:00,9:00,34.78302,-115.6631,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,100,272-312,7:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
701flower,701,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:21,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
530flower,530,5/6/2019,spring,15,6:20,8:20,34.78065,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,7:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
266fruit,266,8/23/2019,summer,44,7:00,9:00,34.78272,-115.66309,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,75,no photo,7:12,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
36flower,36,5/1/2019,spring,1,10:27,12:27,34.77835,-115.66309,Passeriformes,Cardinalidae,Black.headed Grosbeak,,omnivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,72.84,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
37flower,37,5/1/2019,spring,1,10:27,12:27,34.77834,-115.66309,Passeriformes,Cardinalidae,Black.headed Grosbeak,,omnivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,72.84,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
91fruit,91,8/17/2019,summer,33,17:30,19:30,34.78108,-115.66307,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,18:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
96fruit,96,8/17/2019,summer,33,17:30,19:30,34.78108,-115.66307,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,18:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
708flower,708,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:39,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
709flower,709,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:39,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
710flower,710,5/7/2019,spring,20,12:20,14:20,34.77924,-115.66386,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,13:54,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
51flower,51,5/1/2019,spring,2,14:31,16:31,34.7809,-115.66307,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,7-Jan,14:59,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
712flower,712,5/7/2019,spring,20,12:20,14:20,,,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:59,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
24flower,24,5/1/2019,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,44.66,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
25flower,25,5/1/2019,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,44.66,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
715flower,715,5/7/2019,spring,20,12:20,14:20,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:05,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
716flower,716,5/7/2019,spring,20,12:20,14:20,34.78259,-115.66274,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,14:17,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
717flower,717,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,9:55,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
718flower,718,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,9:56,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
26flower,26,5/1/2019,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,44.66,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
720flower,720,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,10:03,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
721flower,721,5/8/2019,spring,21,9:55,11:55,34.78281,-115.66261,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,10:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
722flower,722,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
723flower,723,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
35flower,35,5/1/2019,spring,1,10:27,12:27,34.7785,-115.66306,Passeriformes,Cardinalidae,Black.headed Grosbeak,,omnivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,72.84,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
725flower,725,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,10:23,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
726flower,726,5/8/2019,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,Oct-63,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,fledglings
727flower,727,5/8/2019,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,Oct-63,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
728flower,728,5/8/2019,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,Oct-63,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
729flower,729,5/8/2019,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,Oct-63,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
730flower,730,5/8/2019,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Distraction display,Territorial or mating behavior,rock,non vegetation,other,land,na,21.63,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
731flower,731,5/8/2019,spring,21,9:55,11:55,34.78167,-115.66257,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,10:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
732flower,732,5/8/2019,spring,21,9:55,11:55,,,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,10:45,2,1,34.78299,-115.66235,34.77833,.115.66293,display
733flower,733,5/8/2019,spring,21,9:55,11:55,34.78117,-115.66262,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Standing on plant,Inactive,cactus canopy,vegetation,cactus,cactus,na,64.67,10:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
734flower,734,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,10:50,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
735flower,735,5/8/2019,spring,21,9:55,11:55,34.78127,-115.66266,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,10:57,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
736flower,736,5/8/2019,spring,21,9:55,11:55,34.78118,-115.66254,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,68.86,11:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
737flower,737,5/8/2019,spring,21,9:55,11:55,34.78122,-115.66255,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,11:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
179flower,179,5/2/2019,spring,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
180flower,180,5/2/2019,spring,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
519flower,519,5/6/2019,spring,15,6:20,8:20,34.78108,-115.66304,Passeriformes,Parulidae,Wilson's Warbler,,insectivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,127.196,7:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
109flower,109,5/2/2019,spring,4,6:25,8:25,34.78297,-115.66302,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:25,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
742flower,742,5/8/2019,spring,21,9:55,11:55,34.78016,-115.66306,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Foraging,Feeding,grass,vegetation,other,land,na,no photo,11:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
743flower,743,5/8/2019,spring,21,9:55,11:55,34.78002,-115.66926,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Foraging,Feeding,air,non vegetation,other,air,na,no photo,11:36,1,1,34.78299,-115.66235,34.77833,.115.66293,flag foraging
744flower,744,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,11:37,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
745flower,745,5/8/2019,spring,21,9:55,11:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,11:37,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
746flower,746,5/8/2019,spring,21,9:55,11:55,34.7792,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,11:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
747flower,747,5/8/2019,spring,21,9:55,11:55,34.7792,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,11:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
748flower,748,5/8/2019,spring,22,11:55,1:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,11:56,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
749flower,749,5/8/2019,spring,22,11:55,1:55,34.77831,-115.66405,Passeriformes,Icteridae,Hooded Oriole,,omnivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,12:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
750flower,750,5/8/2019,spring,22,11:55,1:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
676flower,676,5/7/2019,spring,20,12:20,14:20,34.78285,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,357.36,12:26,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
677flower,677,5/7/2019,spring,20,12:20,14:20,34.78285,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,357.36,12:26,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
3fruit,3,8/14/2019,summer,27,17:30,19:30,34.78013,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,25,no photo,18:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
4fruit,4,8/14/2019,summer,27,17:30,19:30,34.78013,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,25,no photo,18:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
212flower,212,5/2/2019,spring,6,10:43,12:43,34.78269,-115.66301,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Carrying nest materials,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,10:58,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
465flower,465,5/5/2019,spring,13,16:05,18:05,34.77846,-115.66301,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,17:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
269flower,269,5/3/2019,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
270flower,270,5/3/2019,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
271flower,271,5/3/2019,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
760flower,760,5/8/2019,spring,22,11:55,1:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
608flower,608,5/6/2019,spring,17,16:10,18:10,34.78115,-115.66299,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,17:17,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
762flower,762,5/8/2019,spring,22,11:55,1:55,34.78064,-115.66328,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,130.14,12:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
317flower,317,5/3/2019,spring,9,8:20,10:20,34.78076,-115.66298,Passeriformes,Parulidae,Wilson's Warbler,,insectivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,75 90.92,8:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
110flower,110,5/2/2019,spring,4,6:25,8:25,34.78294,-115.66297,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,175.19,6:25,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
256flower,256,5/2/2019,spring,7,14:30,16:30,34.7793,-115.66295,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,15:39,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
766flower,766,5/8/2019,spring,22,11:55,1:55,34.78118,-115.66377,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,12:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
573flower,573,5/6/2019,spring,16,8:20,10:20,34.7826,-115.66294,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,456,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
574flower,574,5/6/2019,spring,16,8:20,10:20,34.7826,-115.66294,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,456,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
769flower,769,5/8/2019,spring,22,11:55,1:55,34.78196,-115.66355,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,150.159,13:05,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
770flower,770,5/8/2019,spring,22,11:55,1:55,34.78263,-115.66312,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Walking,Active movement,wash,non vegetation,other,land,na,no photo,13:27,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
771flower,771,5/8/2019,spring,22,11:55,1:55,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,13:42,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
575flower,575,5/6/2019,spring,16,8:20,10:20,34.7826,-115.66294,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,456,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
773flower,773,5/8/2019,spring,22,11:55,1:55,34.78234,-115.66367,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Foraging,Feeding,gravel,non vegetation,other,land,na,184.198,13:54,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
774flower,774,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:10,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
775flower,775,5/9/2019,spring,23,12:00,14:00,34.78289,-115.66273,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Flying on plant,Active movement,cactus canopy,vegetation,cactus,cactus,na,no photo,12:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
776flower,776,5/9/2019,spring,23,12:00,14:00,34.78288,-115.66272,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Foraging,Feeding,cactus canopy,vegetation,cactus,cactus,na,no photo,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
775.2flower,775.2,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,12:15,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
776.2flower,776.2,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:20,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
777flower,777,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:21,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
778flower,778,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:21,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
779flower,779,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:23,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
780flower,780,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:35,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
781flower,781,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:41,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
782flower,782,5/9/2019,spring,23,12:00,14:00,,,Accipitriformes,Accipitridae,Red.tailed Hawk,,carnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:49,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
783flower,783,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:55,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
784flower,784,5/9/2019,spring,23,12:00,14:00,34.78171,-115.66255,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Singing,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,13:03,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
785flower,785,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:10,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
786flower,786,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:10,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
787flower,787,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:29,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
788flower,788,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,13:45,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
789flower,789,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,13:45,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
790flower,790,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,13:45,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
576flower,576,5/6/2019,spring,16,8:20,10:20,34.7826,-115.66294,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,456,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
577flower,577,5/6/2019,spring,16,8:20,10:20,34.7826,-115.66294,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,456,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
793flower,793,5/9/2019,spring,23,12:00,14:00,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Sparring,Territorial or mating behavior,no visual,,,,na,no photo,13:53,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
794flower,794,5/9/2019,spring,23,12:00,14:00,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Sparring,Territorial or mating behavior,no visual,,,,na,no photo,13:53,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
