bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,trophic_guild,behavior,broad_behavior,mesohabitat,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
255,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,15:34,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
256,5/2/2019,flower,7,14:30,16:30,34.7793,-115.66295,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,shrub,no photo,15:39,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
257,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,15:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
258,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,16:17,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
259,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,no visual,no photo,6:15,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
260,5/3/2019,flower,8,6:15,8:15,,,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,no visual,no photo,6:16,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
261,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Fringillidae,House Finch,,Singing,Vocalization,no visual,no photo,6:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
262,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
263,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:20,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
264,5/3/2019,flower,8,6:15,8:15,34.78293,-115.66306,Passeriformes,Fringillidae,House Finch,,Flying,Active movement,rock,4-Jan,6:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
265,5/3/2019,flower,8,6:15,8:15,34.78293,-115.66306,Passeriformes,Fringillidae,House Finch,,Flying,Active movement,rock,4-Jan,6:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
266,5/3/2019,flower,8,6:15,8:15,34.78297,-115.66343,Apodiformes,Apodidae,White.throated Swift,,Flying,Active movement,air,7-May,6:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
267,5/3/2019,flower,8,6:15,8:15,34.78297,-115.66343,Apodiformes,Apodidae,White.throated Swift,,Flying,Active movement,air,7-May,6:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
268,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:32,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
269,5/3/2019,flower,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,shrub,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
270,5/3/2019,flower,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,shrub,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
271,5/3/2019,flower,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,shrub,no photo,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
272,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Troglodytidae,Canyon Wren,,Singing,Vocalization,no visual,no photo,6:37,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
273,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,6:44,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
274,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,6:44,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
275,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
276,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
277,5/3/2019,flower,8,6:15,8:15,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,6:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
278,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Fringillidae,House Finch,,Singing,Vocalization,no visual,no photo,6:47,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
279,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Fringillidae,House Finch,,Singing,Vocalization,no visual,no photo,6:47,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
280,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:49,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
281,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,6:49,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
282,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,Singing,Vocalization,no visual,no photo,6:49,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
283,5/3/2019,flower,8,6:15,8:15,34.78238,-115.66337,Apodiformes,Trochilidae,Costa's Hummingbird,nectarivore,Sitting on Plant,Inactive,shrub,no photo,6:53,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
284,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
285,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,no visual,no photo,6:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
286,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
287,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,6:57,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
288,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:58,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
289,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:58,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
290,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,6:58,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
291,5/3/2019,flower,8,6:15,8:15,34.78128,-115.66327,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,shrub,no photo,7:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
292,5/3/2019,flower,8,6:15,8:15,34.78136,-115.66323,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Calling,Vocalization,shrub,10-Aug,7:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
293,5/3/2019,flower,8,6:15,8:15,34.78117,-115.66361,Passeriformes,Parulidae,MacGillivray's Warbler,,Flying on Plant,Active movement,shrub,25-Nov,7:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
294,5/3/2019,flower,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
295,5/3/2019,flower,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
296,5/3/2019,flower,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
297,5/3/2019,flower,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
298,5/3/2019,flower,8,6:15,8:15,34.7808,-115.66372,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Foraging,Foraging,shrub,no photo,7:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
299,5/3/2019,flower,8,6:15,8:15,34.78063,-115.66381,Passeriformes,Parulidae,Wilson's Warbler,,Flying on Plant,Active movement,shrub,28.3,7:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
300,5/3/2019,flower,8,6:15,8:15,34.78037,-115.66383,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Singing,Vocalization,shrub,31.44,7:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
301,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
302,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
303,5/3/2019,flower,8,6:15,8:15,34.77939,-115.66393,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Sitting on Plant,Inactive,shrub,45.5,7:53,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
304,5/3/2019,flower,8,6:15,8:15,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,no visual,no photo,7:54,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
305,5/3/2019,flower,8,6:15,8:15,34.77973,-115.66381,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,shrub,51.64,8:01,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
306,5/3/2019,flower,8,6:15,8:15,34.77963,-115.66389,Columbiformes,Columbidae,Mourning Dove,,Sitting on Plant,Inactive,shrub,no photo,8:04,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
307,5/3/2019,flower,8,6:15,8:15,34.77908,-115.66423,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,8:14,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
308,5/3/2019,flower,8,6:15,8:15,34.77868,-115.66409,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,8:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
309,5/3/2019,flower,8,6:15,8:15,34.77868,-115.66409,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,8:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
310,5/3/2019,flower,9,8:20,10:20,,,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,no visual,no photo,8:27,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
311,5/3/2019,flower,9,8:20,10:20,34.78019,-115.66294,Apodiformes,Trochilidae,Hummingbird,nectarivore,Flying,Active movement,air,no photo,8:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
312,5/3/2019,flower,9,8:20,10:20,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,no visual,no photo,8:38,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
313,5/3/2019,flower,9,8:20,10:20,,,Passeriformes,Troglodytidae,Canyon Wren,,Singing,Vocalization,no visual,no photo,8:42,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
314,5/3/2019,flower,9,8:20,10:20,34.78057,-115.66298,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,cactus canopy,67,8:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
315,5/3/2019,flower,9,8:20,10:20,34.78067,-115.66293,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,cactus canopy,68.7,8:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
316,5/3/2019,flower,9,8:20,10:20,34.78067,-115.66293,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,cactus canopy,71.74,8:46,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
317,5/3/2019,flower,9,8:20,10:20,34.78076,-115.66298,Passeriformes,Parulidae,Wilson's Warbler,,Foraging,Foraging,shrub,75 90.92,8:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
318,5/3/2019,flower,9,8:20,10:20,34.78061,-115.6628,Galliformes,Odontiphoridae,Gambel's Quail,,Singing,Vocalization,cactus canopy,79.89,8:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
319,5/3/2019,flower,9,8:20,10:20,34.78045,-115.66286,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,cactus canopy,no photo,8:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
320,5/3/2019,flower,9,8:20,10:20,34.78104,-115.66248,Passeriformes,Mimidae,Northern Mockingbird,,Flying,Active movement,cactus canopy,no photo,9:05,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
321,5/3/2019,flower,9,8:20,10:20,34.78104,-115.66243,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,air,no photo,9:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
322,5/3/2019,flower,9,8:20,10:20,34.78104,-115.66243,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,air,no photo,9:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
333,5/3/2019,flower,9,8:20,10:20,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,9:22,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
334,5/3/2019,flower,9,8:20,10:20,34.78173,-115.66247,Passeriformes,Troglodytidae,Rock Wren,,Flying,Active movement,air,no photo,9:24,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
335,5/3/2019,flower,9,8:20,10:20,34.78175,-115.66249,Passeriformes,Mimidae,Northern Mockingbird,,Carrying Nest Materials,Terriotial or mating behavior,rock,93.95,9:28,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
336,5/3/2019,flower,9,8:20,10:20,34.78173,-115.66251,Passeriformes,Troglodytidae,Rock Wren,,Singing,Vocalization,rock,no photo,9:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
337,5/3/2019,flower,9,8:20,10:20,34.78209,-115.66203,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,shrub,no photo,9:50,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
338,5/3/2019,flower,9,8:20,10:20,34.78166,-115.66257,Passeriformes,Troglodytidae,Rock Wren,,Carrying Nest Materials,Terriotial or mating behavior,rock,no photo,9:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
339,5/3/2019,flower,9,8:20,10:20,34.78209,-115.66263,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,shrub,no photo,9:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
340,5/3/2019,flower,9,8:20,10:20,34.78204,-115.66219,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying,Active movement,shrub,no photo,9:56,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
341,5/3/2019,flower,9,8:20,10:20,34.78204,-115.66219,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying,Active movement,cactus canopy,no photo,9:56,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
342,5/3/2019,flower,9,8:20,10:20,,,Passeriformes,Corvidae,Common Raven,,Calling,Vocalization,no visual,no photo,10:01,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
343,5/3/2019,flower,9,8:20,10:20,34.78242,-115.66232,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Sitting on Plant,Inactive,cactus canopy,97.109,10:06,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
344,5/3/2019,flower,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,Calling,Vocalization,shrub,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
345,5/3/2019,flower,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,Calling,Vocalization,shrub,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
346,5/3/2019,flower,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,Calling,Vocalization,shrub,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
347,5/3/2019,flower,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,Calling,Vocalization,shrub,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
348,5/3/2019,flower,10,16:30,18:30,34.78301,-115.66323,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Carrying Nest Materials,Terriotial or mating behavior,rock,1,16:33,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
349,5/3/2019,flower,10,16:30,18:30,34.78275,-115.66317,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Calling,Vocalization,shrub,no photo,16:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
350,5/3/2019,flower,10,16:30,18:30,34.78275,-115.66317,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Calling,Vocalization,shrub,no photo,16:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
351,5/3/2019,flower,10,16:30,18:30,34.78269,-115.66326,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,cactus canopy,no photo,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
352,5/3/2019,flower,10,16:30,18:30,34.78269,-115.66326,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,cactus canopy,no photo,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
353,5/3/2019,flower,10,16:30,18:30,34.78294,-115.66331,Passeriformes,Troglodytidae,Rock Wren,,Standing on Ground,Inactive,rock,no photo,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
354,5/3/2019,flower,10,16:30,18:30,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,no visual,no photo,16:41,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
355,5/3/2019,flower,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Standing on Ground,Inactive,rock,20-Feb,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
356,5/3/2019,flower,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Standing on Ground,Inactive,rock,20-Feb,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
357,5/3/2019,flower,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Standing on Ground,Inactive,rock,20-Feb,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
358,5/3/2019,flower,10,16:30,18:30,34.78284,-115.66321,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Copulating,Terriotial or mating behavior,shrub,21.29,16:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
359,5/3/2019,flower,10,16:30,18:30,34.78284,-115.66321,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Copulating,Terriotial or mating behavior,shrub,21.29,16:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
360,5/3/2019,flower,10,16:30,18:30,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Singing,Vocalization,shrub,30.34,17:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
361,5/3/2019,flower,10,16:30,18:30,34.78176,-115.6635,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Flying,Active movement,air,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
362,5/3/2019,flower,10,16:30,18:30,34.78169,-115.66354,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying on Plant,Active movement,shrub,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
363,5/3/2019,flower,10,16:30,18:30,34.78173,-115.66363,Passeriformes,Passerellidae,Black.throated Sparrow,,Copulating,Terriotial or mating behavior,shrub,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
364,5/3/2019,flower,10,16:30,18:30,34.78173,-115.66363,Passeriformes,Passerellidae,Black.throated Sparrow,,Copulating,Terriotial or mating behavior,shrub,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
365,5/3/2019,flower,10,16:30,18:30,34.78123,-115.6636,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,17:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
366,5/3/2019,flower,10,16:30,18:30,34.78116,-115.6635,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,34.37,17:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
367,5/3/2019,flower,10,16:30,18:30,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Singing,Vocalization,no visual,no photo,17:30,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
368,5/3/2019,flower,10,16:30,18:30,,,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,no visual,no photo,17:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
369,5/3/2019,flower,10,16:30,18:30,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,17:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
370,5/3/2019,flower,10,16:30,18:30,34.7797,-115.66377,Passeriformes,Parulidae,Wilson's Warbler,,Flying on Plant,Active movement,shrub,38.43,17:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
371,5/3/2019,flower,10,16:30,18:30,34.77952,-115.66408,Passeriformes,Passerellidae,Black.throated Sparrow,,Standing on Ground,Inactive,grass,no photo,17:49,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
372,5/3/2019,flower,10,16:30,18:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,17:51,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
373,5/3/2019,flower,10,16:30,18:30,34.77872,-115.66373,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Copulating,Terriotial or mating behavior,shrub,no photo,17:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
374,5/3/2019,flower,10,16:30,18:30,34.77872,-115.66373,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Copulating,Terriotial or mating behavior,shrub,no photo,17:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
375,5/3/2019,flower,10,16:30,18:30,,,Passeriformes,Fringillidae,House Finch,,Singing,Vocalization,no visual,no photo,18:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
376,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Singing,Vocalization,no visual,no photo,6:15,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
377,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,6:18,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
378,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,6:18,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
379,5/4/2019,flower,11,6:15,8:15,34.78249,-115.66252,Passeriformes,Ptiliogonatidae,Phainopepla,,Flying,Active movement,air,no photo,6:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
380,5/4/2019,flower,11,6:15,8:15,34.78277,-115.66253,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,shrub,3-Jan,6:28,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
381,5/4/2019,flower,11,6:15,8:15,34.78231,-115.66248,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,cactus canopy,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
382,5/4/2019,flower,11,6:15,8:15,34.78232,-115.66257,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Foraging,Foraging,cactus canopy,no photo,6:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
383,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,Singing,Vocalization,no visual,no photo,6:37,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
384,5/4/2019,flower,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,shrub,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
385,5/4/2019,flower,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,shrub,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
386,5/4/2019,flower,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,Sparring,Terriotial or mating behavior,shrub,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
387,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,rock,no photo,6:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
388,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,6:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
389,5/4/2019,flower,11,6:15,8:15,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,6:51,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
390,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,6:51,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
391,5/4/2019,flower,11,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,Singing,Vocalization,rock,no photo,6:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
